,period,state,stateName,timePeriod,sector,sectorName,all-other-costs,customer-incentive,energy-savings,potential-peak-savings,all-other-costs-units,customer-incentive-units,energy-savings-units,potential-peak-savings-units
1993,2017,ND,North Dakota,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1994,2017,NC,North Carolina,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1995,2017,MT,Montana,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1996,2017,MS,Mississippi,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1997,2017,MO,Missouri,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1998,2017,MN,Minnesota,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1999,2017,MI,Michigan,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2000,2017,ME,Maine,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2001,2017,MD,Maryland,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2002,2017,MA,Massachusetts,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2003,2017,LA,Louisiana,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2004,2017,KY,Kentucky,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2005,2017,KS,Kansas,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2006,2017,IN,Indiana,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2007,2017,IL,Illinois,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2008,2017,ID,Idaho,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2009,2017,IA,Iowa,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2010,2017,HI,Hawaii,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2011,2017,GA,Georgia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2012,2017,ND,North Dakota,Reporting Year,IND,industrial,5,16,282,.1,thousand dollars,thousand dollars,megawatthours,megawatts
2013,2017,NC,North Carolina,Reporting Year,IND,industrial,29,29,235,.3,thousand dollars,thousand dollars,megawatthours,megawatts
2014,2017,MT,Montana,Reporting Year,IND,industrial,15,291,1344,0,thousand dollars,thousand dollars,megawatthours,megawatts
2015,2017,MS,Mississippi,Reporting Year,IND,industrial,3174,1562,26003,37.4,thousand dollars,thousand dollars,megawatthours,megawatts
2016,2017,MO,Missouri,Reporting Year,IND,industrial,1471,2210,25118,6.2,thousand dollars,thousand dollars,megawatthours,megawatts
2017,2017,MN,Minnesota,Reporting Year,IND,industrial,4380,9335,120364,90.5,thousand dollars,thousand dollars,megawatthours,megawatts
2018,2017,MI,Michigan,Reporting Year,IND,industrial,9124,11724,104416,14.5,thousand dollars,thousand dollars,megawatthours,megawatts
2019,2017,ME,Maine,Reporting Year,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2020,2017,MD,Maryland,Reporting Year,IND,industrial,712,752,2365,.4,thousand dollars,thousand dollars,megawatthours,megawatts
2021,2017,MA,Massachusetts,Reporting Year,IND,industrial,9386,32385,118482,17.8,thousand dollars,thousand dollars,megawatthours,megawatts
2022,2017,LA,Louisiana,Reporting Year,IND,industrial,0,125,2222,.4,thousand dollars,thousand dollars,megawatthours,megawatts
2023,2017,KY,Kentucky,Reporting Year,IND,industrial,3613,1748,23171,1.1,thousand dollars,thousand dollars,megawatthours,megawatts
2024,2017,KS,Kansas,Reporting Year,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2025,2017,IN,Indiana,Reporting Year,IND,industrial,982,1670,22353,3.5,thousand dollars,thousand dollars,megawatthours,megawatts
2026,2017,IL,Illinois,Reporting Year,IND,industrial,481,3179,15360,2.1,thousand dollars,thousand dollars,megawatthours,megawatts
2027,2017,ID,Idaho,Reporting Year,IND,industrial,411,902,65010,7.7,thousand dollars,thousand dollars,megawatthours,megawatts
2028,2017,IA,Iowa,Reporting Year,IND,industrial,8909,38542,246330,40.3,thousand dollars,thousand dollars,megawatthours,megawatts
2029,2017,HI,Hawaii,Reporting Year,IND,industrial,39,203,912,.2,thousand dollars,thousand dollars,megawatthours,megawatts
2030,2017,GA,Georgia,Reporting Year,IND,industrial,430,43,5891,1.7,thousand dollars,thousand dollars,megawatthours,megawatts
2031,2017,AK,Alaska,Expected Life Cycle of Programs,RES,residential,26,0,2675,.7,thousand dollars,thousand dollars,megawatthours,megawatts
2032,2017,PA,Pennsylvania,Expected Life Cycle of Programs,RES,residential,93678,60475,6652150,78.3,thousand dollars,thousand dollars,megawatthours,megawatts
2033,2017,OR,Oregon,Expected Life Cycle of Programs,RES,residential,20692,29431,2823009,30.8,thousand dollars,thousand dollars,megawatthours,megawatts
2034,2017,OK,Oklahoma,Expected Life Cycle of Programs,RES,residential,18759,33926,2062537,31.3,thousand dollars,thousand dollars,megawatthours,megawatts
2035,2017,OH,Ohio,Expected Life Cycle of Programs,RES,residential,34219,42470,7651672,137.4,thousand dollars,thousand dollars,megawatthours,megawatts
2036,2017,NY,New York,Expected Life Cycle of Programs,RES,residential,56383,100353,4390513,54.5,thousand dollars,thousand dollars,megawatthours,megawatts
2037,2017,NV,Nevada,Expected Life Cycle of Programs,RES,residential,10740,56,220787,11.7,thousand dollars,thousand dollars,megawatthours,megawatts
2038,2017,NM,New Mexico,Expected Life Cycle of Programs,RES,residential,8465,8682,758481,25.4,thousand dollars,thousand dollars,megawatthours,megawatts
2039,2017,NJ,New Jersey,Expected Life Cycle of Programs,RES,residential,16925,92397,4903197,31.6,thousand dollars,thousand dollars,megawatthours,megawatts
2040,2017,NH,New Hampshire,Expected Life Cycle of Programs,RES,residential,2116,8917,181600,3.2,thousand dollars,thousand dollars,megawatthours,megawatts
2041,2017,NE,Nebraska,Expected Life Cycle of Programs,RES,residential,733,2001,97257,3.7,thousand dollars,thousand dollars,megawatthours,megawatts
2042,2017,ND,North Dakota,Expected Life Cycle of Programs,RES,residential,15,26,6105,.3,thousand dollars,thousand dollars,megawatthours,megawatts
2043,2017,NC,North Carolina,Expected Life Cycle of Programs,RES,residential,39887,51419,3912471,136.8,thousand dollars,thousand dollars,megawatthours,megawatts
2044,2017,MT,Montana,Expected Life Cycle of Programs,RES,residential,4229,1670,468534,1.1,thousand dollars,thousand dollars,megawatthours,megawatts
2045,2017,MS,Mississippi,Expected Life Cycle of Programs,RES,residential,15162,3763,302466,6.9,thousand dollars,thousand dollars,megawatthours,megawatts
2046,2017,MO,Missouri,Expected Life Cycle of Programs,RES,residential,19062,22575,2709804,86.9,thousand dollars,thousand dollars,megawatthours,megawatts
2047,2017,MN,Minnesota,Expected Life Cycle of Programs,RES,residential,20752,21176,2262760,208.7,thousand dollars,thousand dollars,megawatthours,megawatts
2048,2017,MI,Michigan,Expected Life Cycle of Programs,RES,residential,79298,20753,18846063,55.5,thousand dollars,thousand dollars,megawatthours,megawatts
2049,2017,ME,Maine,Expected Life Cycle of Programs,RES,residential,5024,11522,692913,12,thousand dollars,thousand dollars,megawatthours,megawatts
2050,2017,MD,Maryland,Expected Life Cycle of Programs,RES,residential,23972,45919,3414710,58.3,thousand dollars,thousand dollars,megawatthours,megawatts
2051,2017,MA,Massachusetts,Expected Life Cycle of Programs,RES,residential,79387,218990,5074067,128.9,thousand dollars,thousand dollars,megawatthours,megawatts
2052,2017,LA,Louisiana,Expected Life Cycle of Programs,RES,residential,4649,4321,675601,10.6,thousand dollars,thousand dollars,megawatthours,megawatts
2053,2017,KY,Kentucky,Expected Life Cycle of Programs,RES,residential,30788,17208,1125873,41.7,thousand dollars,thousand dollars,megawatthours,megawatts
2054,2017,KS,Kansas,Expected Life Cycle of Programs,RES,residential,89,300,5009,4.8,thousand dollars,thousand dollars,megawatthours,megawatts
2055,2017,IN,Indiana,Expected Life Cycle of Programs,RES,residential,27182,20957,2415568,61.5,thousand dollars,thousand dollars,megawatthours,megawatts
2056,2017,IL,Illinois,Expected Life Cycle of Programs,RES,residential,74477,101659,11466703,150.9,thousand dollars,thousand dollars,megawatthours,megawatts
2057,2017,ID,Idaho,Expected Life Cycle of Programs,RES,residential,2621,2576,991948,9.4,thousand dollars,thousand dollars,megawatthours,megawatts
2058,2017,IA,Iowa,Expected Life Cycle of Programs,RES,residential,17665,31828,1971690,49.8,thousand dollars,thousand dollars,megawatthours,megawatts
2059,2017,HI,Hawaii,Expected Life Cycle of Programs,RES,residential,4398,7414,753317,9,thousand dollars,thousand dollars,megawatthours,megawatts
2060,2017,GA,Georgia,Expected Life Cycle of Programs,RES,residential,11698,11106,1042260,33.8,thousand dollars,thousand dollars,megawatthours,megawatts
2061,2017,FL,Florida,Expected Life Cycle of Programs,RES,residential,40751,21656,963176,147,thousand dollars,thousand dollars,megawatthours,megawatts
2062,2017,DE,Delaware,Expected Life Cycle of Programs,RES,residential,11,2989,16431,0,thousand dollars,thousand dollars,megawatthours,megawatts
2063,2017,DC,District of Columbia,Expected Life Cycle of Programs,RES,residential,2245,3726,260872,3.5,thousand dollars,thousand dollars,megawatthours,megawatts
2064,2017,CT,Connecticut,Expected Life Cycle of Programs,RES,residential,17376,56770,1927164,29.2,thousand dollars,thousand dollars,megawatthours,megawatts
2065,2017,CO,Colorado,Expected Life Cycle of Programs,RES,residential,4267,4780,430978,41.7,thousand dollars,thousand dollars,megawatthours,megawatts
2066,2017,CA,California,Expected Life Cycle of Programs,RES,residential,249974,286760,17938643,328.3,thousand dollars,thousand dollars,megawatthours,megawatts
2067,2017,AZ,Arizona,Expected Life Cycle of Programs,RES,residential,27486,36698,6636195,171.3,thousand dollars,thousand dollars,megawatthours,megawatts
2068,2017,AR,Arkansas,Expected Life Cycle of Programs,RES,residential,8297,19325,1629249,72.1,thousand dollars,thousand dollars,megawatthours,megawatts
2069,2017,AL,Alabama,Expected Life Cycle of Programs,RES,residential,10469,2520,385837,3.8,thousand dollars,thousand dollars,megawatthours,megawatts
2070,2017,WY,Wyoming,Reporting Year,COM,commercial,1935,2610,17961,2.5,thousand dollars,thousand dollars,megawatthours,megawatts
2071,2017,WV,West Virginia,Reporting Year,COM,commercial,2373,2534,37975,5.9,thousand dollars,thousand dollars,megawatthours,megawatts
2072,2017,WI,Wisconsin,Reporting Year,COM,commercial,12071,17264,244021,35,thousand dollars,thousand dollars,megawatthours,megawatts
2073,2017,WA,Washington,Reporting Year,COM,commercial,25875,64427,366670,45.5,thousand dollars,thousand dollars,megawatthours,megawatts
2074,2017,VT,Vermont,Reporting Year,COM,commercial,25829,12449,76251,10.5,thousand dollars,thousand dollars,megawatthours,megawatts
2075,2017,VA,Virginia,Reporting Year,COM,commercial,5106,14194,120744,21.1,thousand dollars,thousand dollars,megawatthours,megawatts
2076,2017,UT,Utah,Reporting Year,COM,commercial,8881,19300,156370,29.6,thousand dollars,thousand dollars,megawatthours,megawatts
2077,2017,US,United States,Reporting Year,COM,commercial,900291,1713295,14095101,2739.4,thousand dollars,thousand dollars,megawatthours,megawatts
2078,2017,TX,Texas,Reporting Year,COM,commercial,7858,48368,388206,254.7,thousand dollars,thousand dollars,megawatthours,megawatts
2079,2017,TN,Tennessee,Reporting Year,COM,commercial,9419,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2080,2017,SD,South Dakota,Reporting Year,COM,commercial,460,1935,15434,22.1,thousand dollars,thousand dollars,megawatthours,megawatts
2081,2017,SC,South Carolina,Reporting Year,COM,commercial,7832,34460,222510,38,thousand dollars,thousand dollars,megawatthours,megawatts
2082,2017,RI,Rhode Island,Reporting Year,COM,commercial,4994,22007,79259,10.7,thousand dollars,thousand dollars,megawatthours,megawatts
2083,2017,FL,Florida,Reporting Year,COM,commercial,18404,8019,174128,60.3,thousand dollars,thousand dollars,megawatthours,megawatts
2084,2017,DE,Delaware,Reporting Year,COM,commercial,25,5707,7196,.1,thousand dollars,thousand dollars,megawatthours,megawatts
2085,2017,DC,District of Columbia,Reporting Year,COM,commercial,2982,4948,66627,9.4,thousand dollars,thousand dollars,megawatthours,megawatts
2086,2017,CT,Connecticut,Reporting Year,COM,commercial,15406,45389,192801,28.4,thousand dollars,thousand dollars,megawatthours,megawatts
2087,2017,CO,Colorado,Reporting Year,COM,commercial,2183,9727,60360,56.3,thousand dollars,thousand dollars,megawatthours,megawatts
2088,2017,CA,California,Reporting Year,COM,commercial,185771,227767,1697237,259,thousand dollars,thousand dollars,megawatthours,megawatts
2089,2017,AZ,Arizona,Reporting Year,COM,commercial,19591,34322,460543,71.1,thousand dollars,thousand dollars,megawatthours,megawatts
2090,2017,AR,Arkansas,Reporting Year,COM,commercial,7337,19104,142661,28.5,thousand dollars,thousand dollars,megawatthours,megawatts
2091,2017,AL,Alabama,Reporting Year,COM,commercial,2327,851,19082,5.5,thousand dollars,thousand dollars,megawatthours,megawatts
2092,2017,AK,Alaska,Reporting Year,COM,commercial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
2093,2017,PA,Pennsylvania,Reporting Year,COM,commercial,28412,23540,591493,96.1,thousand dollars,thousand dollars,megawatthours,megawatts
2094,2017,OR,Oregon,Reporting Year,COM,commercial,31900,39255,241520,37.4,thousand dollars,thousand dollars,megawatthours,megawatts
2095,2017,OK,Oklahoma,Reporting Year,COM,commercial,9355,12621,95811,63,thousand dollars,thousand dollars,megawatthours,megawatts
2096,2017,OH,Ohio,Reporting Year,COM,commercial,25942,69668,816813,133,thousand dollars,thousand dollars,megawatthours,megawatts
2097,2017,NY,New York,Reporting Year,COM,commercial,45416,158262,1097573,206.5,thousand dollars,thousand dollars,megawatthours,megawatts
2098,2017,NV,Nevada,Reporting Year,COM,commercial,17355,0,201775,26,thousand dollars,thousand dollars,megawatthours,megawatts
2099,2017,NM,New Mexico,Reporting Year,COM,commercial,10477,6464,43057,5.9,thousand dollars,thousand dollars,megawatthours,megawatts
2100,2017,NJ,New Jersey,Reporting Year,COM,commercial,13466,88016,249954,48.2,thousand dollars,thousand dollars,megawatthours,megawatts
2101,2017,NH,New Hampshire,Reporting Year,COM,commercial,2431,11984,64819,6.2,thousand dollars,thousand dollars,megawatthours,megawatts
2102,2017,NE,Nebraska,Reporting Year,COM,commercial,878,3131,48462,9.2,thousand dollars,thousand dollars,megawatthours,megawatts
2103,2017,ND,North Dakota,Reporting Year,COM,commercial,69,139,2326,1.5,thousand dollars,thousand dollars,megawatthours,megawatts
2104,2017,NC,North Carolina,Reporting Year,COM,commercial,16224,85732,512942,81.1,thousand dollars,thousand dollars,megawatthours,megawatts
2105,2017,MT,Montana,Reporting Year,COM,commercial,2908,5196,45694,.2,thousand dollars,thousand dollars,megawatthours,megawatts
2106,2017,MS,Mississippi,Reporting Year,COM,commercial,3908,3444,45360,78.8,thousand dollars,thousand dollars,megawatthours,megawatts
2107,2017,MO,Missouri,Reporting Year,COM,commercial,17773,35195,405239,83,thousand dollars,thousand dollars,megawatthours,megawatts
2108,2017,MN,Minnesota,Reporting Year,COM,commercial,33555,55398,611757,136.7,thousand dollars,thousand dollars,megawatthours,megawatts
2109,2017,MI,Michigan,Reporting Year,COM,commercial,68667,36556,684720,89.6,thousand dollars,thousand dollars,megawatthours,megawatts
2110,2017,ME,Maine,Reporting Year,COM,commercial,3559,10993,60262,12.7,thousand dollars,thousand dollars,megawatthours,megawatts
2111,2017,MD,Maryland,Reporting Year,COM,commercial,19095,43905,268858,40.9,thousand dollars,thousand dollars,megawatthours,megawatts
2112,2017,MA,Massachusetts,Reporting Year,COM,commercial,42356,157388,583147,83.9,thousand dollars,thousand dollars,megawatthours,megawatts
2113,2017,LA,Louisiana,Reporting Year,COM,commercial,3842,3574,37893,5.4,thousand dollars,thousand dollars,megawatthours,megawatts
2114,2017,KY,Kentucky,Reporting Year,COM,commercial,10028,12524,154936,48.9,thousand dollars,thousand dollars,megawatthours,megawatts
